Odbor,Odbor SML,Oddělení,D-P,oPar,Pol,Nas,Zdr,ÚZ,ORJ,ORG,Typ položky,Organizace,Název ORG,Skutečnost 2018,Skutečnost 2019,Schválený 2020,Upravený k 30.9.2020,Skutečnost k 30.9.2020,Návrh 2021,fond,Název fondu
13,Odbor majetkové správy,130031,K,3113,6121,,,,211,21254000000,"Budovy, haly, stavby",ZŠ Nám.Míru,Zvýšení kvality vzdělávání - ZŠ nám Míru,156695,171879,,,,,0,bez fondu
13,Odbor majetkové správy,130031,K,3113,6121,,,,213,00xxxxxxxxx00,"Budovy, haly, stavby",ZŠ Sokolovská,ZŠ Sokolovská - modernizace bazénu,,,,,,1000000,0,bez fondu
13,Odbor majetkové správy,130031,K,3113,6121,,,,214,21316000000,"Budovy, haly, stavby",ZŠ Švermova,ZŠ Švermova - energetické úspory,193600,,0,1710000,868780,800000,0,bez fondu
13,Odbor majetkové správy,130031,K,3113,6121,,,,214,21322000000,"Budovy, haly, stavby",ZŠ Švermova,Obnova bazénu – ZŠ Švermova,169400,57717,,,,,0,bez fondu
13,Odbor majetkové správy,130031,K,3113,6121,,,,216,21321000000,"Budovy, haly, stavby",ZŠ U školy,Zvýšení a kompetencí a bezbariérovost objektu-ZŠ U,,,0,415030,415030,,0,bez fondu
13,Odbor majetkové správy,130031,K,3113,6121,,,,217,21312000000,"Budovy, haly, stavby",ZŠ ul.5.května,ZŠ 5 května IIstupeň - energetické úspory,50820,6050,,,,,0,bez fondu
13,Odbor majetkové správy,130031,K,3113,6121,,,,217,21313000000,"Budovy, haly, stavby",ZŠ ul.5.května,ZŠ 5 května Istupeň - energetické úspory,58080,,,,,,0,bez fondu
13,Odbor majetkové správy,130031,K,3113,6121,,,,217,21325000000,"Budovy, haly, stavby",ZŠ ul.5.května,Odstranění vlhkosti a zajištění bezbariérovosti- Z,698170,,,,,,0,bez fondu
13,Odbor majetkové správy,130031,K,3113,6121,,,,219,21324000000,"Budovy, haly, stavby",ZŠ a ZUŠ Jabloňová,Zvyšování kompetencí – ZŠ a ZUŠ Jabloňová,801747,,0,931800,,300000,0,bez fondu
13,Odbor majetkové správy,130031,K,3113,6121,,,,222,21315000000,"Budovy, haly, stavby",ZŠ Orlí,ZŠ Orlí - energetické úspory,1255980,111320,2000000,1900000,,1400000,0,bez fondu
13,Odbor majetkové správy,130031,K,3113,6122,,,,1,21459000000,"Stroje, přístroje, zařízení",SML,Telemetrie 10 objektů,768846,,,,,,0,bez fondu
13,Odbor majetkové správy,130031,K,3311,6121,,,,4,21327000000,"Budovy, haly, stavby",Divadlo F. X. Šaldy,Divadlo FX Šaldy - MD -energetické úspory,447700,1051347,0,1380000,,1400000,0,bez fondu
13,Odbor majetkové správy,130031,K,3311,6121,,,,4,21328000000,"Budovy, haly, stavby",Divadlo F. X. Šaldy,Stavební úpravy objektu – Divadlo FX Šaldy,174724,,,,,,0,bez fondu
13,Odbor majetkové správy,130031,K,3319,6121,,,,1,21096000000,"Budovy, haly, stavby",SML,LVT Technopark Liberec – přeshraniční spolupráce,156439,,,,,,0,bez fondu
13,Odbor majetkové správy,130031,K,3412,6201,,,,28,21655000000,Nákup akcií,Sportovní areál Ještěd a.s. ,SAJ - příplatek mimo základní kapitál,7493449,,,,,,0,bez fondu
13,Odbor majetkové správy,130031,K,3612,6122,,,,1,21459000000,"Stroje, přístroje, zařízení",SML,Telemetrie 10 objektů,120568,,,,,,0,bez fondu
13,Odbor majetkové správy,130031,K,6171,6122,,,,1,21459000000,"Stroje, přístroje, zařízení",SML,Telemetrie 10 objektů,73604,,,,,,0,bez fondu
13,Odbor majetkové správy,130046,B,3412,5151,,,,28,20015000000,Studená voda,Sportovní areál Ještěd a.s. ,Studená voda,,,0,1030000,795319,1051000,0,bez fondu
13,Odbor majetkové správy,130046,B,3412,5152,,,,22,20016000000,Teplo,Ještědská sportovní s.r.o.,Teplo,,2710397,4841000,4841000,2104161,3750000,0,bez fondu
13,Odbor majetkové správy,130046,B,3412,5154,,,,22,20017000000,Elektrická energie,Ještědská sportovní s.r.o.,Elektrická energie,,1427087,3090000,3090000,1146581,1900000,0,bez fondu
13,Odbor majetkové správy,130046,B,3412,5171,,,,1,20928000000,Opravy a udržování,SML,Opravy z pojistných událostí,,,100809,95000,,95000,0,bez fondu
13,Odbor majetkové správy,130046,B,3412,5192,,,,1,20187000000,Poskytnuté náhrady,SML,Spoluúčast na pojistných událostech,,,9000,9000,,10000,0,bez fondu
13,Odbor majetkové správy,130046,B,3412,5213,,,,22,20279000000,Neinv.transfery nefin.podnik.subjektům-práv.osobám,Ještědská sportovní s.r.o.,Plavecký bazén - příspěvek na média,,6741750,8100000,8100000,8100000,8000000,0,bez fondu
13,Odbor majetkové správy,130046,B,3412,5213,,,,22,20280000000,Neinv.transfery nefin.podnik.subjektům-práv.osobám,Ještědská sportovní s.r.o.,Plavecký bazén - příspěvek na hygienu a bezpečnost,,1125000,1400000,1400000,1400000,1800000,0,bez fondu
13,Odbor majetkové správy,130046,B,3412,5213,,,,22,20281000000,Neinv.transfery nefin.podnik.subjektům-práv.osobám,Ještědská sportovní s.r.o.,Plavecký bazén - příspěvek na opravy a údržbu,,675000,2300000,2300000,2300000,2000000,0,bez fondu
13,Odbor majetkové správy,130046,B,3412,5213,,,,22,20282000000,Neinv.transfery nefin.podnik.subjektům-práv.osobám,Ještědská sportovní s.r.o.,Plavecký bazén přístavba - příspěvek média,,2250000,3000000,3000000,3000000,3000000,0,bez fondu
13,Odbor majetkové správy,130046,B,3639,5362,,,,1,20784000000,Platby daní a poplatků státnímu rozpočtu,SML,Odnětí z ZPF,,,0,5809,3552,,0,bez fondu
13,Odbor majetkové správy,130046,B,6171,5136,,,,1,20001000000,"Knihy, učební pomůcky a tisk ",SML,"Knihy, učební pomůcky a tisk",,3171,10000,10000,430,5000,0,bez fondu
13,Odbor majetkové správy,130046,B,6171,5151,,,,28,20015000000,Studená voda,Sportovní areál Ještěd a.s. ,Studená voda,,893200,1030000,0,,,0,bez fondu
13,Odbor majetkové správy,130046,B,6171,5164,,,,1,20021000000,Nájemné,SML,Nájemné,,,10000,10000,,10000,0,bez fondu
13,Odbor majetkové správy,130046,B,6171,5166,,,,1,20005000000,"Konzultační, poradenské a právní služby",SML,"Konzultační, poradenské a právní služby",,62909,150000,150000,45254,200000,0,bez fondu
13,Odbor majetkové správy,130046,B,6171,5173,,,,1,20002000000,Cestovné (tuzemské i zahraniční),SML,Cestovné (tuzemské i zahraniční),,1750,10000,10000,,3000,0,bez fondu
13,Odbor majetkové správy,130046,B,6171,5191,,,,1,20585000000,Zaplacené sankce,SML,Zaplacené sankce,,,10000,10000,,10000,0,bez fondu
13,Odbor majetkové správy,130046,B,6402,5213,,,,22,20779000000,Neinv.transfery nefin.podnik.subjektům-práv.osobám,Ještědská sportovní s.r.o.,Finanční vypořádání - Ještědská sportovní,,213363,,,,,0,bez fondu
13,Odbor majetkové správy,130046,K,3412,6201,,,,28,21809000000,Nákup akcií,Sportovní areál Ještěd a.s. ,SAJ - vypořádání finančního závazku,,,2500000,2000000,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,2221,5213,,,,20,21862000000,Neinv.transfery nefin.podnik.subjektům-práv.osobám,DPMLJ,,,,0,777048,777047,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3111,5137,,,,117,21294000000,Drobný hmotný dlouhodobý majetek,MŠ Motýlek,Navýšení kapacit MŠ -MŠ Motýlek,,,30000,40000,37208,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3111,5137,,,,117,21294004000,Drobný hmotný dlouhodobý majetek,MŠ Motýlek,Navýšení kapacit MŠ -MŠ Motýlek – předfin,,,270000,370000,334874,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3111,5139,,,,117,21294000000,Nákup materiálu j.n,MŠ Motýlek,Navýšení kapacit MŠ -MŠ Motýlek,,,20000,10000,5852,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3111,5139,,,,117,21294004000,Nákup materiálu j.n,MŠ Motýlek,Navýšení kapacit MŠ -MŠ Motýlek – předfin,,,180000,80000,52665,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3113,5137,,,,200,21326000000,Drobný hmotný dlouhodobý majetek,ZŠ Aloisina výšina,Bezbariérovost objektu – ZŠ Aloisina Výšina,,,300000,169000,168975,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3113,5137,,,,200,21326004000,Drobný hmotný dlouhodobý majetek,ZŠ Aloisina výšina,Bezbariérovost objektu – ZŠ Aloisina Výšina,,,2000000,1521000,1520779,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3113,5137,,,,208,21294004000,Drobný hmotný dlouhodobý majetek,ZŠ Křižanská,Navýšení kapacit MŠ -MŠ Motýlek – předfin,,,500000,0,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3113,5137,,,,208,21295000000,Drobný hmotný dlouhodobý majetek,ZŠ Křižanská,Navýšení kapacit MŠ -MŠ Pastelka,,,400000,400000,,200000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3113,5137,,,,208,21295004000,Drobný hmotný dlouhodobý majetek,ZŠ Křižanská,Navýšení kapacit MŠ -MŠ Pastelka – předfin,,,0,500000,,890000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3113,5137,,,,210,21330000000,Drobný hmotný dlouhodobý majetek,ZŠ Na Výběžku,ZŠ Na Výběžku - optimalizace kapacit,,,0,10000,,1850000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3113,5137,,,,210,21330004000,Drobný hmotný dlouhodobý majetek,ZŠ Na Výběžku,ZŠ na Výběžku - optimalizace kapacit - předf,,,0,45000,,5500000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3113,5139,,,,200,21326000000,Nákup materiálu j.n,ZŠ Aloisina výšina,Bezbariérovost objektu – ZŠ Aloisina Výšina,,,200000,122000,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3113,5139,,,,200,21326004000,Nákup materiálu j.n,ZŠ Aloisina výšina,Bezbariérovost objektu – ZŠ Aloisina Výšina,,,2000000,150100,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3113,5139,,,,208,21295000000,Nákup materiálu j.n,ZŠ Křižanská,Navýšení kapacit MŠ -MŠ Pastelka,,,400000,400000,2287,150000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3113,5139,,,,208,21295004000,Nákup materiálu j.n,ZŠ Křižanská,Navýšení kapacit MŠ -MŠ Pastelka – předfin,,,500000,500000,20582,540000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3113,5139,,,,210,21330000000,Nákup materiálu j.n,ZŠ Na Výběžku,ZŠ Na Výběžku - optimalizace kapacit,,,0,10000,,1500,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3113,5139,,,,210,21330004000,Nákup materiálu j.n,ZŠ Na Výběžku,ZŠ na Výběžku - optimalizace kapacit - předf,,,0,45000,,15000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3113,5168,,,,210,21330000000,Zpracování dat a služby souv. s inf. a kom.technol,ZŠ Na Výběžku,ZŠ Na Výběžku - optimalizace kapacit,,,0,10000,,25000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3113,5168,,,,210,21330004000,Zpracování dat a služby souv. s inf. a kom.technol,ZŠ Na Výběžku,ZŠ na Výběžku - optimalizace kapacit - předf,,,0,10000,,160000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3113,5172,,,,200,21326000000,Programové vybavení ,ZŠ Aloisina výšina,Bezbariérovost objektu – ZŠ Aloisina Výšina,,,50000,50000,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3113,5172,,,,200,21326004000,Programové vybavení ,ZŠ Aloisina výšina,Bezbariérovost objektu – ZŠ Aloisina Výšina,,,100000,0,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3612,5164,,,,1,20241000000,Nájemné,SML,Nájemné pozemku-stavby,,,150000,100000,51138,120000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3612,5169,,,,1,20248000000,Nákup ostatních služeb ,SML,"Znalecké posudky, geometrické plány, vklady do kat",,,220000,220000,88963,120000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3639,5122,,,,1,21452000000,Podlimitní věcná břemena ,SML,Věcná břemena podlimitní-do 40 tisKč,,,22000,22000,,50000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3639,5166,,,,1,20005000000,"Konzultační, poradenské a právní služby",SML,"Konzultační, poradenské a právní služby",,,10000,10000,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3639,5229,,,,1,20237000000,Ostatní neinv.transfery nezisk.a podob.organizacím,SML,"Členské příspěvky - Zdravé město, členství NSZM, a",,,100000,100000,99000,100000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3792,5042,,,,1,21017000000,Odměny za užití počítačových programů ,SML,OP Zaměstnanost – Strategické dokumenty města Libe,,,25000,23750,,2500,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3792,5137,,,,1,21017000000,Drobný hmotný dlouhodobý majetek,SML,OP Zaměstnanost – Strategické dokumenty města Libe,,,0,3000,1963,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3792,5137,,,,1,21581000000,Drobný hmotný dlouhodobý majetek,SML,Projekt sdílených kol,,,0,84700,84700,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3792,5139,,,,1,21017000000,Nákup materiálu j.n,SML,OP Zaměstnanost – Strategické dokumenty města Libe,,,9400,36400,17864,200000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3792,5139,104,1,13013,1,21017000000,Nákup materiálu j.n,SML,OP Zaměstnanost – Strategické dokumenty města Libe,,,0,2256,590,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3792,5139,104,5,13013,1,21017000000,Nákup materiálu j.n,SML,OP Zaměstnanost – Strategické dokumenty města Libe,,,0,7182,5016,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3792,5166,,,,1,21017000000,"Konzultační, poradenské a právní služby",SML,OP Zaměstnanost – Strategické dokumenty města Libe,,,3000000,83706,12718,350000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3792,5166,104,1,13013,1,21017000000,"Konzultační, poradenské a právní služby",SML,OP Zaměstnanost – Strategické dokumenty města Libe,,,0,167412,25435,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3792,5166,104,5,13013,1,21017000000,"Konzultační, poradenské a právní služby",SML,OP Zaměstnanost – Strategické dokumenty města Libe,,,0,1423000,216201,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3792,5167,,,,1,21017000000,Služby školení a vzdělávání,SML,OP Zaměstnanost – Strategické dokumenty města Libe,,,0,1000,,1000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3792,5167,104,1,13013,1,21017000000,Služby školení a vzdělávání,SML,OP Zaměstnanost – Strategické dokumenty města Libe,,,0,900,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3792,5167,104,5,13013,1,21017000000,Služby školení a vzdělávání,SML,OP Zaměstnanost – Strategické dokumenty města Libe,,,0,7650,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3792,5169,,,,1,21017000000,Nákup ostatních služeb ,SML,OP Zaměstnanost – Strategické dokumenty města Libe,,,725414,211958,351,20000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3792,5169,,,,1,21581000000,Nákup ostatních služeb ,SML,Projekt sdílených kol,,,0,7000,2134,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3792,5169,104,1,13013,1,21017000000,Nákup ostatních služeb ,SML,OP Zaměstnanost – Strategické dokumenty města Libe,,,0,4443,97,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3792,5169,104,5,13013,1,21017000000,Nákup ostatních služeb ,SML,OP Zaměstnanost – Strategické dokumenty města Libe,,,0,49764,823,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3792,5175,,,,1,21017000000,Pohoštění,SML,OP Zaměstnanost – Strategické dokumenty města Libe,,,0,1000,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3792,5175,104,1,13013,1,21017000000,Pohoštění,SML,OP Zaměstnanost – Strategické dokumenty města Libe,,,0,66,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3792,5175,104,5,13013,1,21017000000,Pohoštění,SML,OP Zaměstnanost – Strategické dokumenty města Libe,,,0,559,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3799,5139,,,,1,21245000000,Nákup materiálu j.n,SML,Projekt BIDELIN ( územstudie zeleně),,,0,13000,9042,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3799,5169,,,,1,21245000000,Nákup ostatních služeb ,SML,Projekt BIDELIN ( územstudie zeleně),,,0,7000,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3900,5137,,,,1,21113000000,Drobný hmotný dlouhodobý majetek,SML,Centrum  aktivního života,,,30000,30000,,250000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3900,5137,,,,1,21113004000,Drobný hmotný dlouhodobý majetek,SML,Centrum aktivního života – předfinancováno,,,270000,270000,,1600000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3900,5139,,,,1,21113000000,Nákup materiálu j.n,SML,Centrum  aktivního života,,,30000,30000,,100000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3900,5139,,,,1,21113004000,Nákup materiálu j.n,SML,Centrum aktivního života – předfinancováno,,,270000,270000,,150000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3900,5166,,,,1,21113000000,"Konzultační, poradenské a právní služby",SML,Centrum  aktivního života,,,,,,30000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3900,5166,,,,1,21113004000,"Konzultační, poradenské a právní služby",SML,Centrum aktivního života – předfinancováno,,,,,,70000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3900,5168,,,,1,21113000000,Zpracování dat a služby souv. s inf. a kom.technol,SML,Centrum  aktivního života,,,,,,10000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3900,5168,,,,1,21113004000,Zpracování dat a služby souv. s inf. a kom.technol,SML,Centrum aktivního života – předfinancováno,,,,,,70000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3900,5169,,,,1,21113000000,Nákup ostatních služeb ,SML,Centrum  aktivního života,,,,,,10000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3900,5169,,,,1,21113004000,Nákup ostatních služeb ,SML,Centrum aktivního života – předfinancováno,,,,,,30000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3900,5172,,,,1,21113000000,Programové vybavení ,SML,Centrum  aktivního života,,,,,,30000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,3900,5172,,,,1,21113004000,Programové vybavení ,SML,Centrum aktivního života – předfinancováno,,,,,,80000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,4351,5139,,,,1,21281000000,Nákup materiálu j.n,SML,"Sociální bydlení-PD, studie, VZ - byt dům B",,,25000,25000,,10000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,4351,5139,,,,1,21282000000,Nákup materiálu j.n,SML,"Sociální bydlení-PD, studie, VZ - byt dům C",,,25000,25000,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,4351,5139,,,,1,21283000000,Nákup materiálu j.n,SML,"Sociální bydlení-PD, studie, VZ - byt dům D",,,25000,25000,,10000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,4351,5139,,,,1,21284000000,Nákup materiálu j.n,SML,"Sociální bydlení-PD, studie, VZ - byt dům E",,,25000,25000,11500,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,4351,5139,,,,1,21284004000,Nákup materiálu j.n,SML,Sociální bydlení města LBC - Byt dům E-předfinanco,,,0,10000,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,4351,5139,,,,1,21748000000,Nákup materiálu j.n,SML,Sociální bydlení města Liberec -Na Žižkově,,,50000,50000,,20000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5042,,,,1,21017002800,Odměny za užití počítačových programů ,SML,"OP Zaměstnanost – Strategické dokumenty města Liberce, přímé nákl.",,,,,,47500,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5122,,,,1,20255000000,Podlimitní věcná břemena ,SML,Dlouhodobý nehmotný majetek - věcná břemena,,,22000,22000,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5136,,,,1,20001000000,"Knihy, učební pomůcky a tisk ",SML,"Knihy, učební pomůcky a tisk",,,3000,3000,849,3000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5137,,,,1,20003000000,Drobný hmotný dlouhodobý majetek,SML,Drobný hmotný dlouhodobý majetek,,,30000,30000,2953,31000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5139,,,,1,20004000000,Nákup materiálu j.n,SML,Nákup materiálu jinde nezařazený,,,50000,30000,5481,45000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5139,,,,1,21016000000,Nákup materiálu j.n,SML,Rozvojová osa Liberec - Zittau (ALiZi),,,2000,2000,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5139,,,,1,21017002800,Nákup materiálu j.n,SML,"OP Zaměstnanost – Strategické dokumenty města Liberce, přímé nákl.",,,,,,23750,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5139,,,,1,21017002900,Nákup materiálu j.n,SML,"OP Zaměstnanost – Strategické dokumenty města Liberce, nepř. nákl.",,,,,,23750,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5139,,,,1,21097000000,Nákup materiálu j.n,SML,Aktivity zdravé město,,,100000,50000,4738,100000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5139,,,,1,21787000000,Nákup materiálu j.n,SML,Příprava strategie SML,,,0,150000,27352,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5139,,,,1,21851002900,Nákup materiálu j.n,SML,Liberec plánuje chytře a zodpovědně - nepřímé nákl,,,0,1000,197,3000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5139,104,1,13013,1,21851002900,Nákup materiálu j.n,SML,Liberec plánuje chytře a zodpovědně - nepřímé nákl,,,0,539,395,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5139,104,5,13013,1,21851002900,Nákup materiálu j.n,SML,Liberec plánuje chytře a zodpovědně - nepřímé nákl,,,0,4583,3354,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5151,,,,1,20015000000,Studená voda,SML,Studená voda,,,0,50000,28093,40000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5154,,,,1,20017000000,Elektrická energie,SML,Elektrická energie,,,0,41132,11131,40000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5164,,,,1,21851002900,Nájemné,SML,Liberec plánuje chytře a zodpovědně - nepřímé nákl,,,0,2000,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5164,104,1,13013,1,21851002900,Nájemné,SML,Liberec plánuje chytře a zodpovědně - nepřímé nákl,,,0,2500,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5164,104,5,13013,1,21851002900,Nájemné,SML,Liberec plánuje chytře a zodpovědně - nepřímé nákl,,,0,21250,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5166,,,,1,20005000000,"Konzultační, poradenské a právní služby",SML,"Konzultační, poradenské a právní služby",,,1000000,938868,277997,1051000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5166,,,,1,21017002800,"Konzultační, poradenské a právní služby",SML,"OP Zaměstnanost – Strategické dokumenty města Liberce, přímé nákl.",,,,,,6706882,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5166,,,,1,21787000000,"Konzultační, poradenské a právní služby",SML,Příprava strategie SML,,,2500000,2310000,,1000000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5166,,,,1,0xxxxx000000,"Konzultační, poradenské a právní služby",SML,Addaptační strategie pro Liberec,,,,,,1380000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5167,,,,1,20033000000,Služby školení a vzdělávání,SML,Školení a vzdělávání,,,20000,20000,1750,20000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5168,,,,1,20242000000,Zpracování dat a služby souv. s inf. a kom.technol,SML,Služby zpracování dat včetně zpracdat pro jiné od,,,15000,15000,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5169,,,,1,20006000000,Nákup ostatních služeb ,SML,Nákup ostatních služeb,,,650000,232500,32657,167000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5169,,,,1,20264000000,Nákup ostatních služeb ,SML,Příprava projektů,,,2000000,1021300,,1000000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5169,,,,1,21016000000,Nákup ostatních služeb ,SML,Rozvojová osa Liberec - Zittau (ALiZi),,,50000,0,,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5169,,,,1,21017002800,Nákup ostatních služeb ,SML,"OP Zaměstnanost – Strategické dokumenty města Liberce, nepř. nákl.",,,,,,316869,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5169,,,,1,21097000000,Nákup ostatních služeb ,SML,Aktivity zdravé město,,,100000,50000,,100000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5169,,,,1,21787000000,Nákup ostatních služeb ,SML,Příprava strategie SML,,,0,40000,10000,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5169,,,,1,21851002800,Nákup ostatních služeb ,SML,Liberec plánuje chytře a zodpovědně - přímé náklad,,,0,79000,29041,200000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5169,,,,1,21851002900,Nákup ostatních služeb ,SML,Liberec plánuje chytře a zodpovědně - nepřímé nákl,,,0,1250,200,3000,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5169,104,1,13013,1,21851002800,Nákup ostatních služeb ,SML,Liberec plánuje chytře a zodpovědně - přímé náklad,,,0,28411,6453,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5169,104,1,13013,1,21851002900,Nákup ostatních služeb ,SML,Liberec plánuje chytře a zodpovědně - nepřímé nákl,,,0,1500,400,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5169,104,5,13013,1,21851002800,Nákup ostatních služeb ,SML,Liberec plánuje chytře a zodpovědně - přímé náklad,,,0,241496,54852,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5169,104,5,13013,1,21851002900,Nákup ostatních služeb ,SML,Liberec plánuje chytře a zodpovědně - nepřímé nákl,,,0,12750,3400,,0,bez fondu
14,Odbor strategického rozvoje a dotací,140000,B,6171,5171,,,,1,20007000000,Opravy a udržování,SML,Opravy a udržování,,,200000,50000,9220,,0,bez fondu
